,GP,MIN,PTS,FGM,3P Made,3P%,FT%,OREB,REB,AST,STL,BLK,TARGET_5Yrs
554,76,20.8,6.6,2.6,0.1,23.5,79.7,0.3,1.6,3.3,1.2,0.1,0.0
555,82,20.1,10.0,4.3,0.0,0.0,67.9,1.9,4.4,0.7,0.3,1.8,1.0
556,71,19.8,7.0,3.0,0.1,14.8,75.0,0.6,2.4,3.2,0.9,0.2,0.0
557,81,19.7,7.9,2.9,0.0,0.0,72.9,1.4,3.6,1.4,0.6,0.3,0.0
558,82,19.2,7.4,3.0,0.0,5.3,61.0,0.7,2.4,4.5,1.5,0.3,1.0
559,56,18.9,4.7,2.1,0.0,0.0,67.5,1.1,4.9,0.7,0.6,0.8,1.0
560,82,17.9,8.1,3.3,0.1,23.5,89.9,0.5,1.6,2.0,0.9,0.1,1.0
561,74,17.0,5.4,1.9,0.0,20.0,79.3,0.9,2.1,1.5,0.8,0.3,1.0
562,28,8.1,1.7,0.6,0.3,30.4,85.7,0.3,1.5,0.4,0.2,0.1,0.0
563,60,15.8,8.7,3.2,0.0,0.0,67.0,1.5,4.4,0.7,0.6,1.4,1.0
564,64,14.8,3.7,1.5,0.0,0.0,75.0,0.3,1.8,1.8,0.9,0.1,0.0
565,68,14.4,5.3,1.9,0.0,0.0,59.4,1.6,4.5,0.6,0.1,1.1,1.0
566,65,11.6,3.9,1.5,0.2,32.6,72.9,0.5,2.0,0.7,0.3,0.7,1.0
567,53,13.7,4.1,1.6,0.0,33.3,68.3,0.2,1.1,2.6,0.5,0.1,1.0
568,52,13.4,4.8,2.1,0.0,0.0,67.5,1.3,4.1,0.5,0.4,0.8,1.0
569,45,12.9,4.0,1.8,0.0,0.0,76.2,1.2,3.7,0.5,0.2,0.3,1.0
570,54,12.4,5.6,2.1,0.1,30.0,73.7,0.6,1.2,1.0,0.4,0.0,1.0
571,81,11.7,4.7,2.0,0.0,20.0,76.6,0.4,1.2,0.9,0.4,0.1,1.0
572,40,11.5,1.8,0.8,0.0,0.0,55.6,0.2,0.9,1.4,0.5,0.1,0.0
573,48,11.3,4.1,1.8,0.0,0.0,69.0,0.8,2.0,0.6,0.5,0.3,0.0
574,37,7.8,3.9,1.5,0.1,27.3,65.0,0.6,1.4,0.2,0.2,0.0,0.0
575,44,11.0,4.9,2.1,0.0,16.7,66.7,1.1,3.0,0.2,0.3,0.1,0.0
576,55,10.7,4.3,1.8,0.0,0.0,60.3,1.1,2.5,0.5,0.3,0.1,0.0
577,52,10.2,4.2,1.8,0.0,0.0,51.6,1.0,3.0,0.5,0.4,0.4,1.0
578,59,10.1,3.2,1.4,0.0,0.0,56.4,0.5,1.0,1.2,0.6,0.1,0.0
579,47,9.6,2.0,0.7,0.0,0.0,78.1,0.2,0.9,1.5,0.5,0.0,1.0
580,60,8.9,2.8,1.0,0.0,0.0,73.9,0.5,1.2,1.3,0.4,0.0,0.0
581,55,8.4,2.7,1.0,0.0,0.0,43.5,0.5,1.7,0.3,0.4,0.4,0.0
582,44,5.3,2.6,1.1,0.0,50.0,45.9,0.6,1.3,0.3,0.2,0.0,0.0
583,51,7.3,2.7,1.1,0.1,41.7,59.0,0.3,0.9,1.0,0.4,0.0,0.0
584,31,6.4,2.3,0.7,0.3,29.0,75.0,0.4,1.2,0.3,0.1,0.1,0.0
585,82,38.6,19.0,6.7,2.3,36.8,84.4,0.5,3.1,6.5,0.9,0.2,1.0
586,56,31.2,13.9,5.0,1.6,38.6,78.6,0.8,3.8,2.4,0.9,0.5,1.0
587,33,15.6,3.0,1.3,0.2,16.7,52.9,0.4,1.4,2.5,0.4,0.1,0.0
588,64,28.8,13.5,5.5,0.0,0.0,75.1,2.6,8.2,1.0,1.2,1.8,1.0
589,61,28.8,14.7,5.5,1.0,31.0,74.6,0.4,2.4,3.0,1.0,0.3,1.0
590,82,28.0,8.8,3.4,0.9,35.0,80.6,1.3,4.0,0.9,0.7,0.5,1.0
591,77,26.4,7.9,3.2,0.0,0.0,76.4,2.1,5.7,1.2,0.5,0.9,1.0
592,76,26.0,8.2,3.4,0.4,27.4,57.0,1.6,4.4,0.7,1.2,0.8,1.0
593,78,26.0,9.0,3.6,0.0,22.2,74.9,1.7,5.8,1.5,0.7,0.9,1.0
594,81,25.4,9.2,3.4,0.6,35.9,75.8,0.7,4.1,1.2,0.6,0.2,1.0
595,61,23.2,6.2,2.4,0.5,32.6,54.6,0.3,1.8,2.1,0.4,0.1,1.0
596,12,15.5,4.7,1.6,0.8,32.3,66.7,0.3,2.6,1.3,0.9,0.2,0.0
597,60,20.7,7.9,3.5,0.0,50.0,37.1,2.8,7.6,0.5,1.0,1.6,1.0
598,45,19.8,6.0,2.5,0.0,20.0,74.6,2.0,5.9,0.8,0.5,0.5,0.0
599,69,17.5,5.5,2.2,0.0,42.9,80.9,1.2,3.7,0.5,0.2,0.6,1.0
600,41,17.4,5.6,1.9,0.9,37.5,82.9,1.1,2.7,2.9,0.9,0.5,1.0
601,78,17.3,5.0,1.8,0.8,32.8,64.4,0.4,2.4,1.2,0.8,0.2,1.0
602,78,17.0,7.1,2.7,0.8,38.6,90.9,0.2,1.2,2.8,0.5,0.0,1.0
603,73,17.0,6.4,2.5,0.9,33.2,71.4,0.5,2.0,0.7,0.6,0.2,1.0
604,56,15.4,8.7,3.3,1.1,42.1,75.9,0.6,2.1,0.5,0.3,0.2,0.0
605,70,15.1,4.8,2.0,0.0,0.0,52.3,1.7,4.5,0.7,0.6,0.4,1.0
606,61,14.8,6.1,2.1,0.9,38.4,84.3,0.3,1.5,0.9,0.2,0.2,1.0
607,48,14.6,3.0,1.2,0.5,31.5,57.1,0.1,0.9,3.0,0.5,0.1,0.0
608,79,13.4,2.9,1.1,0.2,20.9,81.8,0.7,3.3,0.7,0.5,0.3,1.0
609,52,13.3,2.3,0.8,0.4,39.3,100.0,0.2,1.5,0.8,0.3,0.2,0.0
610,63,13.1,6.0,2.6,0.0,0.0,53.3,1.8,4.7,0.5,0.3,0.7,1.0
611,11,13.7,4.8,1.5,0.3,20.0,88.9,0.2,0.9,0.8,0.5,0.1,0.0
612,63,12.7,3.7,1.5,0.1,25.7,66.7,0.3,1.7,0.3,0.3,0.3,0.0
613,47,12.3,3.3,1.3,0.3,37.8,58.8,0.2,1.0,0.7,0.3,0.0,0.0
614,73,12.2,4.0,1.6,0.1,13.8,76.9,0.5,2.0,0.8,0.5,0.1,1.0
615,51,12.1,4.0,1.4,0.7,38.3,71.9,0.4,2.2,0.9,0.2,0.2,0.0
616,47,11.5,3.7,1.7,0.0,0.0,64.3,1.6,3.1,0.2,0.4,0.2,0.0
617,57,11.2,4.1,1.8,0.0,0.0,66.7,1.1,3.7,0.9,0.2,0.5,1.0
618,46,9.9,2.8,1.2,0.0,0.0,61.0,1.1,2.8,0.1,0.3,0.8,0.0
619,41,9.9,2.9,1.0,0.3,28.0,72.4,0.2,0.9,0.6,0.4,0.1,0.0
620,30,25.7,5.8,2.1,0.8,32.5,72.4,1.5,3.5,1.5,0.7,0.3,0.0
621,40,9.4,4.6,1.8,0.0,0.0,76.8,1.0,2.8,0.3,0.1,0.1,1.0
622,48,8.2,2.1,0.9,0.1,17.4,56.3,0.1,0.9,1.3,0.2,0.1,0.0
623,35,7.8,2.6,0.9,0.1,25.0,72.4,0.4,0.8,1.2,0.2,0.1,0.0
624,27,7.5,2.8,1.0,0.3,22.6,89.5,0.0,0.3,1.0,0.2,0.0,0.0
625,23,6.4,3.1,1.0,0.4,30.0,100.0,0.2,0.8,0.2,0.1,0.1,1.0
626,66,32.3,12.8,4.8,1.6,38.0,75.9,0.5,3.2,3.8,0.7,0.1,1.0
627,56,29.4,12.6,4.9,0.8,31.3,76.4,1.3,3.6,2.3,0.9,0.3,0.0
628,59,28.9,9.5,3.6,0.8,30.6,79.8,0.7,3.2,2.8,1.7,0.1,1.0
629,63,28.6,9.5,3.9,1.0,33.7,55.1,1.4,4.8,2.1,1.2,0.5,1.0
630,66,27.2,12.1,4.3,1.0,30.5,78.9,0.5,3.5,4.4,0.9,0.3,1.0
631,65,25.5,11.5,3.9,1.3,37.9,83.2,0.7,2.6,4.1,0.8,0.1,1.0
632,66,24.4,12.5,4.8,1.7,41.4,86.8,0.4,2.4,2.0,0.7,0.3,1.0
633,64,24.0,7.9,3.1,0.6,37.6,77.3,1.6,5.1,1.1,1.3,0.4,1.0
634,22,13.5,3.5,1.2,0.1,11.1,82.1,0.3,1.5,2.1,0.6,0.3,0.0
635,46,22.5,10.2,3.9,0.0,0.0,66.5,3.1,7.7,0.8,0.7,1.0,1.0
636,66,21.7,4.6,1.8,0.7,34.6,68.2,0.7,3.5,0.7,1.1,0.5,0.0
637,66,21.5,8.8,3.1,0.6,26.8,69.7,1.2,4.7,0.6,0.5,0.5,1.0
638,33,20.3,5.5,2.4,0.1,8.0,76.7,0.5,2.0,3.2,0.4,0.1,1.0
639,63,19.5,7.4,2.8,0.7,34.7,71.7,1.1,4.4,1.0,0.7,0.7,1.0
640,65,19.4,6.8,2.7,0.3,27.6,77.6,0.3,1.4,2.0,0.7,0.0,1.0
641,61,18.6,7.6,2.8,1.3,36.1,83.3,0.3,1.2,1.8,0.5,0.1,1.0
642,51,17.5,5.8,2.5,0.1,15.0,87.2,0.2,1.3,3.3,0.7,0.1,0.0
643,34,13.4,4.9,1.9,0.4,31.6,63.2,0.6,1.8,0.6,0.3,0.3,0.0
644,56,16.7,6.4,2.5,0.0,33.3,72.0,1.2,4.0,0.6,0.8,0.3,0.0
645,59,15.9,7.2,2.6,0.3,33.3,72.7,1.0,2.2,0.9,0.5,0.1,1.0
646,41,15.2,4.1,1.9,0.0,0.0,78.6,1.1,4.2,0.8,0.3,0.4,1.0
647,42,15.0,4.0,1.4,0.0,0.0,83.9,1.2,3.0,0.3,0.2,0.2,1.0
648,43,14.8,4.6,1.8,0.0,0.0,65.2,1.5,3.6,0.3,0.5,0.3,0.0
649,37,14.6,4.4,1.7,0.5,33.9,61.5,1.3,3.9,0.3,0.6,0.5,0.0
650,55,13.9,2.9,1.2,0.0,0.0,70.7,0.9,3.2,0.5,0.7,1.6,0.0
651,42,13.5,4.9,2.1,0.0,0.0,55.8,1.3,3.3,0.4,0.4,0.5,0.0
652,19,12.8,3.3,1.2,0.1,20.0,82.4,0.5,1.4,1.6,0.4,0.2,0.0
653,44,12.3,3.8,1.5,0.3,28.9,71.4,0.4,1.3,1.4,0.4,0.1,0.0
654,64,12.2,3.6,1.4,0.2,28.6,71.2,0.2,1.4,2.0,0.4,0.0,1.0
655,46,12.1,4.7,2.1,0.1,33.3,75.0,1.0,2.6,0.5,0.3,0.4,1.0
656,42,11.4,5.0,1.9,0.1,26.1,81.5,0.7,2.4,0.5,0.3,0.2,1.0
657,38,11.1,3.9,1.4,0.1,20.0,70.0,0.2,0.9,0.9,0.1,0.2,0.0
658,40,10.5,4.4,1.7,0.7,37.3,91.7,0.1,0.8,0.5,0.1,0.0,0.0
659,26,9.9,4.4,1.8,0.7,36.2,40.0,0.4,2.4,0.8,0.1,0.1,1.0
660,26,9.7,2.2,1.0,0.0,0.0,50.0,0.5,2.2,0.2,0.1,0.8,0.0
661,26,12.2,2.8,1.1,0.6,37.5,50.0,0.3,1.0,1.0,0.4,0.3,0.0
662,44,9.6,2.9,1.1,0.2,26.3,59.3,0.3,0.8,1.3,0.3,0.0,0.0
663,38,8.7,2.9,1.1,0.4,37.8,100.0,0.1,0.9,0.9,0.3,0.1,1.0
664,42,8.5,2.6,0.8,0.0,18.2,76.8,0.5,1.3,0.3,0.3,0.1,1.0
665,36,8.3,3.2,1.5,0.0,0.0,66.7,0.6,1.6,0.2,0.1,0.4,0.0
666,82,38.0,22.5,8.5,0.1,29.2,64.2,3.3,12.1,3.8,0.8,0.6,1.0
667,69,37.8,16.4,5.8,0.5,29.6,76.6,0.5,4.6,8.3,1.8,0.5,1.0
668,82,31.0,9.7,3.6,1.0,39.3,76.9,1.3,6.4,1.9,1.0,0.2,1.0
669,81,28.5,14.1,5.3,0.0,16.7,68.7,2.7,8.6,2.5,1.1,0.8,1.0
670,80,27.8,9.4,3.8,0.0,0.0,62.2,3.1,7.5,1.3,1.2,0.6,1.0
671,79,26.2,9.0,3.4,1.3,35.6,69.6,0.6,3.0,1.9,0.7,0.7,1.0
672,65,24.6,7.7,3.3,0.0,0.0,55.5,2.6,7.1,0.6,0.6,1.0,1.0
673,42,24.5,11.7,4.6,0.8,25.8,86.9,0.7,2.5,2.8,0.9,0.1,0.0
674,78,23.0,7.2,2.9,0.2,31.8,80.8,0.5,3.9,2.0,0.6,0.2,1.0
675,81,22.7,6.7,2.5,0.4,27.6,74.4,0.8,2.8,3.6,1.1,0.3,1.0
676,80,21.1,9.8,3.6,1.6,41.9,80.8,0.3,2.5,1.2,0.3,0.1,1.0
677,61,20.7,7.8,2.9,0.7,29.7,76.2,0.6,3.7,1.1,1.0,0.4,1.0
678,78,19.7,6.8,2.8,0.0,0.0,59.5,2.2,5.3,0.5,0.4,0.9,1.0
679,15,11.0,5.4,1.8,0.3,44.4,76.7,0.1,1.3,1.9,0.4,0.2,0.0
680,81,17.9,5.6,2.0,0.6,31.5,77.3,0.9,3.3,0.7,0.7,0.3,1.0
681,58,17.8,4.1,1.7,0.0,0.0,65.6,1.4,3.1,0.7,0.4,1.5,1.0
682,54,17.3,5.9,2.0,0.6,37.0,76.3,0.7,2.6,1.6,0.6,0.1,0.0
683,72,16.9,5.4,2.0,0.5,47.3,71.1,0.6,1.9,1.1,0.4,0.3,1.0
684,52,16.7,6.3,2.9,0.0,0.0,71.4,1.7,3.8,0.8,0.3,0.7,1.0
685,65,16.4,5.3,2.1,0.0,0.0,67.3,1.5,3.9,0.5,0.5,0.7,1.0
686,60,14.5,4.3,1.9,0.0,0.0,56.0,1.0,3.0,0.3,0.4,1.2,1.0
687,49,13.1,3.9,1.6,0.3,24.2,73.1,0.8,2.9,0.6,0.3,0.3,0.0
688,66,11.1,2.8,1.1,0.3,36.0,70.6,0.3,1.3,0.4,0.3,0.1,1.0
689,42,10.4,3.8,1.5,0.1,37.5,58.9,0.7,1.5,1.6,0.3,0.2,0.0
690,43,10.3,2.3,1.0,0.1,30.0,57.1,0.2,1.1,1.8,0.4,0.1,1.0
691,42,10.0,3.8,1.3,0.4,28.3,78.6,0.5,1.7,0.7,0.3,0.2,0.0
692,49,9.4,3.6,1.6,0.0,0.0,70.3,0.7,2.0,0.5,0.3,0.3,1.0
693,18,7.9,1.0,0.4,0.0,0.0,50.0,0.7,1.9,0.2,0.3,0.4,1.0
694,38,7.3,2.9,1.2,0.1,41.7,59.1,0.3,0.9,1.2,0.1,0.0,0.0
695,22,7.2,2.3,1.0,0.0,10.0,53.3,0.3,1.0,1.1,0.2,0.1,0.0
696,41,5.2,2.0,0.8,0.0,0.0,73.9,0.5,1.0,0.2,0.1,0.2,0.0
697,72,37.2,20.1,7.4,0.5,25.5,74.8,0.9,5.3,5.8,1.5,0.4,1.0
698,80,36.2,17.5,6.6,2.1,43.7,88.5,0.6,4.5,5.9,1.9,0.2,1.0
699,82,32.6,15.5,5.5,1.8,37.4,81.7,0.6,3.4,5.7,1.3,0.2,1.0
700,22,10.6,2.5,0.8,0.5,26.2,87.5,0.0,1.6,0.5,0.3,0.1,0.0
701,81,28.9,13.5,4.9,1.0,35.8,82.6,0.3,2.4,4.4,1.0,0.0,0.0
702,76,27.8,12.4,4.9,0.6,40.0,85.1,0.5,2.5,5.7,1.0,0.1,1.0
703,82,26.9,9.0,3.8,0.0,0.0,64.6,2.8,7.5,0.9,0.6,1.3,1.0
704,73,25.6,14.5,5.5,1.6,37.4,81.4,1.0,2.9,1.6,0.8,0.1,1.0
705,82,24.7,9.4,3.3,0.8,38.2,82.9,0.6,2.3,1.5,0.8,0.2,1.0
706,73,24.2,8.0,3.2,0.8,39.0,75.6,0.8,2.6,3.8,1.1,0.3,1.0
707,76,22.9,9.9,3.1,1.2,37.5,80.8,0.6,3.2,1.8,1.1,0.3,1.0
708,78,22.6,8.4,3.3,0.4,31.0,71.5,0.6,4.5,2.9,0.6,0.1,0.0
709,20,10.0,3.4,1.2,0.4,29.2,85.7,0.2,2.0,0.7,0.3,0.3,0.0
710,77,21.6,8.6,3.3,0.1,25.0,76.3,0.9,2.9,0.7,0.6,0.2,1.0
711,65,20.3,8.3,3.1,0.5,41.0,75.7,0.6,1.9,3.1,0.7,0.0,1.0
712,74,20.1,8.9,3.4,1.2,36.9,77.0,0.5,3.0,1.2,0.5,0.1,1.0
713,56,19.4,8.6,3.2,1.2,38.9,80.9,0.7,1.9,2.0,0.8,0.1,1.0
714,82,18.2,7.8,3.4,0.0,0.0,54.7,2.4,6.4,0.8,0.6,0.5,1.0
715,76,18.2,6.6,2.5,0.8,39.5,87.1,0.4,2.1,1.0,0.3,0.1,1.0
716,80,16.5,7.4,2.8,0.1,19.6,77.7,1.0,2.5,0.7,0.4,0.3,0.0
717,81,15.7,4.7,1.9,0.3,31.0,72.2,0.3,1.6,3.3,0.5,0.1,1.0
718,56,15.4,7.3,2.6,1.1,34.5,80.0,0.2,1.6,1.9,0.6,0.1,1.0
719,82,32.0,18.3,7.6,0.4,34.1,81.1,2.8,10.5,2.0,0.7,1.7,0.0
720,47,13.3,5.2,2.1,0.0,0.0,67.6,1.6,3.7,0.4,0.3,0.5,1.0
721,69,13.3,5.1,2.0,0.4,30.5,82.1,0.5,2.5,0.5,0.4,0.4,1.0
722,60,13.1,4.5,1.8,0.0,0.0,75.4,0.9,2.8,0.6,0.2,0.6,0.0
723,52,12.6,2.8,1.1,0.0,0.0,59.7,2.0,4.1,0.4,0.3,0.1,0.0
724,27,12.4,5.0,1.6,0.5,35.1,70.0,0.2,1.1,0.8,0.5,0.2,1.0
725,60,12.0,4.7,1.7,0.7,31.8,79.5,0.1,1.6,0.7,0.3,0.1,1.0
726,63,11.2,3.9,1.7,0.0,0.0,64.6,0.9,2.5,0.2,0.4,0.3,1.0
727,71,11.2,2.9,1.2,0.0,0.0,62.3,0.7,2.1,0.5,0.4,0.1,1.0
728,39,10.4,2.7,1.1,0.0,0.0,90.0,0.6,2.5,0.0,0.2,0.4,1.0
729,71,10.1,3.2,1.3,0.1,21.9,83.7,0.1,0.9,1.7,0.5,0.1,1.0
730,57,9.4,3.3,1.2,0.0,28.6,66.7,0.5,1.4,0.3,0.4,0.2,0.0
731,44,9.2,3.0,1.0,0.3,35.7,71.1,0.3,1.0,0.4,0.2,0.2,0.0
732,43,8.3,2.6,0.9,0.1,21.1,74.5,0.3,1.3,0.3,0.2,0.2,1.0
734,51,7.5,2.7,1.1,0.0,40.0,72.2,0.4,1.2,0.4,0.1,0.3,1.0
735,12,6.3,1.7,0.5,0.1,16.7,58.3,0.2,0.7,1.2,0.3,0.2,0.0
736,18,6.2,2.4,0.9,0.5,32.1,60.0,0.3,1.1,0.0,0.1,0.1,0.0
737,53,30.0,17.5,7.5,0.0,16.7,68.6,2.3,7.0,1.2,0.4,1.1,0.0
738,25,5.2,2.3,0.8,0.2,31.3,84.6,0.3,0.7,0.5,0.3,0.1,0.0
739,82,38.0,18.5,6.9,1.8,38.4,87.9,0.7,3.8,3.2,1.1,0.2,1.0
740,81,37.0,16.8,7.1,0.2,22.2,78.8,1.2,3.9,6.3,0.8,0.2,1.0
741,78,34.3,16.1,5.3,1.7,38.9,85.4,0.6,2.6,2.8,1.0,0.5,1.0
742,82,32.5,15.3,5.3,0.4,27.1,81.5,2.2,4.9,5.3,1.3,0.2,1.0
743,82,32.0,10.0,3.4,1.4,36.7,76.7,0.5,2.8,4.9,1.9,0.1,1.0
744,82,30.5,13.0,5.5,0.0,0.0,79.3,2.7,8.1,1.0,0.5,1.8,1.0
745,82,28.1,11.1,4.3,0.0,0.0,69.2,2.9,7.4,1.1,0.6,0.7,1.0
746,72,26.5,11.8,3.7,1.5,43.9,89.3,0.2,1.8,3.5,0.6,0.0,1.0
747,78,28.6,6.4,2.5,0.4,27.6,68.4,1.0,5.2,1.5,0.9,0.3,0.0
748,81,25.3,11.1,3.9,0.0,10.5,78.9,3.4,9.1,1.0,0.4,0.6,1.0
749,77,25.2,8.4,3.2,1.1,40.4,83.0,0.2,2.3,1.2,1.0,0.2,1.0
750,81,24.8,13.9,5.6,0.4,40.7,77.2,1.4,5.4,1.0,0.5,0.5,1.0
751,75,24.0,8.1,3.2,1.0,37.3,69.7,0.5,3.1,0.9,0.5,0.5,1.0
752,67,22.6,10.1,3.8,1.3,46.7,87.0,1.2,3.0,1.2,0.5,0.2,1.0
753,61,21.5,8.9,3.2,0.0,0.0,63.7,2.8,7.0,0.5,0.4,1.1,0.0
754,56,20.8,5.3,2.0,0.6,34.4,70.7,0.6,2.3,1.8,0.8,0.5,0.0
755,66,19.9,7.4,2.4,1.0,36.5,84.5,1.6,4.7,0.8,0.7,0.3,1.0
756,76,19.3,5.6,2.5,0.0,0.0,66.7,1.4,4.6,0.6,0.7,0.7,1.0
757,77,16.5,5.7,1.9,0.3,32.9,78.1,0.4,2.1,1.8,0.6,0.3,1.0
758,79,16.0,7.7,3.2,0.0,25.0,77.3,1.6,3.7,0.4,0.3,0.7,1.0
759,75,15.2,6.5,2.5,0.0,0.0,66.0,1.6,3.9,0.3,0.4,1.0,1.0
760,51,15.1,5.7,2.2,0.3,32.5,69.1,0.4,1.7,2.1,0.7,0.0,0.0
761,53,14.5,4.3,1.8,0.0,0.0,38.5,1.4,4.5,0.2,0.2,1.1,1.0
762,70,14.4,7.1,2.8,0.0,0.0,66.7,1.6,3.5,0.7,0.3,1.1,1.0
763,68,13.7,5.3,2.1,0.7,34.6,79.1,0.2,0.8,1.7,0.3,0.0,0.0
764,80,28.2,13.2,4.9,1.6,35.1,73.7,0.6,3.4,3.3,1.2,0.2,0.0
765,44,13.3,4.9,1.8,0.1,25.0,82.3,0.3,1.1,1.2,0.3,0.2,1.0
766,53,12.4,4.3,1.3,0.1,25.9,80.6,0.2,1.1,1.5,0.3,0.0,1.0
767,59,12.1,4.7,1.7,0.3,34.8,69.9,0.7,1.9,0.7,0.3,0.5,1.0
768,60,9.3,2.8,1.1,0.4,39.4,64.0,0.2,0.7,2.0,0.5,0.0,1.0
769,48,11.8,4.7,2.0,0.0,0.0,70.6,1.0,2.9,0.4,0.3,0.7,1.0
770,40,11.1,3.9,1.3,0.4,39.5,80.0,0.8,2.0,0.5,0.3,0.5,0.0
771,19,10.9,2.7,1.0,0.5,22.0,50.0,0.6,2.2,0.9,0.3,0.1,1.0
772,76,27.7,13.8,4.8,1.3,34.3,84.0,0.4,2.5,2.6,0.6,0.3,0.0
773,60,10.2,3.1,1.2,0.0,0.0,69.1,0.9,2.0,0.1,0.2,0.7,1.0
774,51,8.4,1.9,0.7,0.0,0.0,68.6,0.6,1.7,0.2,0.2,0.1,0.0
775,37,8.2,2.4,0.8,0.3,40.0,85.7,0.3,0.9,0.8,0.3,0.0,0.0
776,80,34.6,20.3,7.3,0.7,28.8,87.3,0.9,4.3,2.4,1.0,0.9,1.0
777,80,28.2,10.5,4.0,0.3,27.6,74.4,1.3,4.7,1.5,0.6,0.6,1.0
778,78,27.8,8.5,3.6,0.5,32.8,74.1,1.2,6.2,1.2,1.0,1.4,1.0
779,79,27.3,12.7,4.7,0.5,33.1,74.3,1.2,4.5,1.2,0.6,0.5,0.0
780,53,26.1,9.4,3.6,0.6,33.0,73.2,0.4,2.6,4.2,0.8,0.0,1.0
781,73,23.1,8.1,3.1,0.9,30.7,78.4,0.8,4.2,1.6,0.8,0.2,0.0
782,59,24.4,8.8,3.3,1.3,33.2,82.5,0.3,3.0,1.3,0.4,0.1,1.0
783,79,22.8,5.8,2.3,0.1,19.4,80.0,1.0,3.7,1.4,1.0,0.3,1.0
784,74,21.0,8.2,3.6,0.1,31.6,73.8,1.6,4.2,0.8,1.0,0.1,1.0
785,74,20.7,6.6,2.4,0.0,0.0,69.1,2.4,5.6,1.1,0.9,0.9,1.0
786,35,19.6,7.3,3.0,0.3,30.0,63.0,1.1,3.6,0.9,0.4,0.5,1.0
787,57,19.0,7.6,2.7,0.1,18.8,81.4,0.6,2.3,2.8,0.9,0.1,1.0
788,73,19.0,5.8,2.2,0.1,22.0,73.7,1.7,3.9,1.1,0.8,0.1,1.0
789,73,17.5,5.6,2.2,0.0,0.0,60.9,1.6,4.4,0.4,0.4,1.4,0.0
790,60,22.8,10.3,4.4,0.1,21.4,72.7,1.1,5.5,0.7,0.4,1.4,0.0
791,42,16.9,8.1,3.2,0.0,0.0,66.1,2.3,4.9,0.5,0.4,0.2,1.0
792,56,15.4,4.2,1.7,0.1,20.6,79.2,0.2,1.0,2.0,0.5,0.0,0.0
793,75,15.4,7.5,2.8,0.5,40.0,81.5,0.3,1.5,0.8,0.5,0.1,1.0
794,76,14.6,4.5,1.9,0.1,28.6,65.9,1.0,3.0,0.3,0.3,0.7,1.0
795,69,13.6,4.5,1.6,0.0,0.0,66.0,1.4,3.0,0.4,0.5,0.3,1.0
796,50,13.6,5.6,2.0,0.2,27.0,69.2,0.5,2.2,1.0,0.4,0.0,0.0
797,71,13.1,4.7,2.1,0.1,19.0,65.5,1.0,3.2,0.6,0.2,0.6,1.0
798,75,12.9,3.7,1.3,0.1,20.8,78.2,0.5,1.8,0.7,0.4,0.1,1.0
799,51,11.9,5.2,1.8,0.7,33.0,85.7,0.3,1.1,1.7,0.3,0.1,1.0
800,32,11.5,3.7,1.3,0.3,34.6,79.3,0.4,1.0,1.1,0.5,0.0,1.0
801,57,11.2,3.9,1.6,0.2,41.7,63.5,0.6,2.1,0.7,0.5,0.2,0.0
802,52,10.7,1.9,0.8,0.0,0.0,59.3,1.0,2.6,0.3,0.2,0.2,0.0
803,26,10.3,4.1,1.8,0.0,0.0,68.2,1.3,3.4,0.4,0.3,0.4,0.0
804,61,10.0,4.3,1.7,0.0,0.0,56.6,1.1,2.8,0.7,0.3,0.3,1.0
805,70,9.9,1.3,0.6,0.0,16.7,43.8,0.8,2.0,0.6,0.3,0.4,1.0
806,38,9.9,4.0,1.6,0.0,0.0,67.5,1.0,2.6,0.2,0.2,0.6,1.0
807,38,8.5,3.2,1.3,0.0,0.0,64.3,0.6,1.6,0.3,0.2,0.4,0.0
808,64,4.2,0.9,0.3,0.0,0.0,65.4,0.4,0.8,0.2,0.2,0.1,0.0
809,14,3.1,1.1,0.4,0.2,23.1,0.0,0.0,0.4,0.1,0.0,0.2,0.0
810,66,21.4,7.0,2.9,0.0,0.0,64.8,2.0,5.3,0.6,0.7,1.0,0.0
811,57,35.4,16.8,6.1,1.0,37.7,83.8,1.0,4.4,4.0,1.2,0.2,1.0
812,78,29.8,11.8,4.6,1.1,33.7,71.0,0.7,2.9,2.1,0.4,0.1,0.0
813,78,27.0,10.8,4.1,0.7,36.4,72.7,1.2,4.5,1.3,0.9,0.9,1.0
814,78,23.5,6.4,2.4,0.1,20.7,64.7,0.9,3.7,3.8,1.6,0.1,1.0
815,82,22.9,10.1,3.7,0.8,36.8,85.4,0.6,2.7,2.8,0.7,0.3,1.0
816,63,22.1,9.0,3.8,0.0,0.0,72.2,2.3,5.0,0.4,0.3,1.2,1.0
817,48,20.1,7.7,2.9,0.3,28.3,79.6,0.6,2.0,0.9,1.1,0.0,0.0
818,52,21.3,6.6,2.4,1.0,46.1,66.7,0.4,2.1,1.4,0.7,0.5,0.0
819,82,18.7,7.4,3.0,0.0,0.0,62.4,1.8,5.1,0.6,0.6,0.2,1.0
820,81,18.7,5.5,2.0,0.0,50.0,76.4,1.6,5.4,0.5,0.6,0.5,1.0
821,82,18.0,6.8,2.5,0.0,33.3,67.3,2.2,5.2,0.8,0.8,0.9,1.0
822,67,17.4,6.6,2.7,0.4,34.7,60.9,0.6,1.9,0.4,0.6,0.3,1.0
